[29Nov2024 00:00:00.302] [Server thread/INFO] [com.willr27.blocklings.Blocklings/]: Creating trees list.
[29Nov2024 00:00:19.632] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.advancements.PlayerAdvancements@79ced8b5
[29Nov2024 00:00:19.704] [Server thread/INFO] [net.minecraft.server.management.PlayerList/]: ATT_CANNIVAL[/127.97.139.157:41829] logged in with entity id 864 at (470.12545977768156, 112.4407950423101, -140.1728204007834)
[29Nov2024 00:00:19.839] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: ATT_CANNIVAL joined the game
[29Nov2024 00:00:19.846] [Server thread/INFO] [tac/]: PENDING
[29Nov2024 00:00:20.157] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@6ecd4bf7 (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.158] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@6b32e012 (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.159] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardInfoActionArgument@5b110777 (class chanceCubes.commands.RewardInfoActionArgument) - will not be sent to client!
[29Nov2024 00:00:20.159] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@791d8eec (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.161] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize jackiecrazy.wardance.command.SkillArgument@56588ce4 (class jackiecrazy.wardance.command.SkillArgument) - will not be sent to client!
[29Nov2024 00:00:20.162] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@30120839 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.163] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@40ed3989 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.163] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@393481b8 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.172] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:general'
[29Nov2024 00:00:20.173] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:item_values'
[29Nov2024 00:00:20.173] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:commands'
[29Nov2024 00:00:20.176] [Server thread/INFO] [net.mcreator.tmtmcoresandmore.TmtmcoresandmoreMod/]: TmTmc-OresAndMore loaded
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:72]: enable_welcome: true
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:73]: welcome_message: Welcome to our server 
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:74]: enable_all_ores: true
[29Nov2024 00:00:20.179] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:75]: enable_all_ingots: true
[29Nov2024 00:00:20.180] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:76]: enable_all_blocks: true
[29Nov2024 00:00:20.180] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:77]: enable_all_armors: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:78]: enable_all_swords_bows: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:79]: enable_all_foods: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:80]: enable_all_paintings: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:81]: enable_all_poisons: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:82]: enable_all_powders: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:83]: enable_all_tools: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:84]: enable_all_recipes: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:85]: enable_all_advancements: true
[29Nov2024 00:00:20.234] [Server thread/INFO] [io.github.lightman314.lightmanscurrency.LightmansCurrency/]: Reloading ATM Data
[29Nov2024 00:00:20.297] [Server thread/INFO] [structurize/]: New Server UUID 19b458ed-ae09-4eec-814e-3164a5e78aad
[29Nov2024 00:00:20.432] [Thread-13/INFO] [chancecubes/]: No custom rewards detected for the current user!
[29Nov2024 00:00:20.838] [Server thread/INFO] [com.alrex.parcool.ParCool/]: Limitation of fc7b24d9-b9a0-37fe-a22c-1653103fa143 was loaded
[29Nov2024 00:03:18.894] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2200, l='ServerLevel[world]', x=565.00, y=58.00, z=-166.00]
[29Nov2024 00:03:19.492] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2824, l='ServerLevel[world]', x=570.00, y=38.00, z=-210.00]
[29Nov2024 00:03:19.492] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2825, l='ServerLevel[world]', x=581.00, y=41.00, z=-197.00]
[29Nov2024 00:03:19.492] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Lily Pad'/2826, l='ServerLevel[world]', x=577.50, y=63.30, z=-154.69]
[29Nov2024 00:03:19.493] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2827, l='ServerLevel[world]', x=587.00, y=46.00, z=-183.00]
[29Nov2024 00:03:19.493] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2828, l='ServerLevel[world]', x=606.00, y=48.00, z=-182.00]
[29Nov2024 00:03:19.493] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2829, l='ServerLevel[world]', x=618.00, y=59.00, z=-212.00]
[29Nov2024 00:03:19.493] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2830, l='ServerLevel[world]', x=618.00, y=58.00, z=-212.00]
[29Nov2024 00:03:19.494] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2831, l='ServerLevel[world]', x=603.00, y=41.00, z=-205.00]
[29Nov2024 00:03:19.494] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2832, l='ServerLevel[world]', x=597.00, y=46.00, z=-229.00]
[29Nov2024 00:03:19.494] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2833, l='ServerLevel[world]', x=588.00, y=41.00, z=-215.00]
[29Nov2024 00:03:19.494] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2834, l='ServerLevel[world]', x=578.00, y=57.00, z=-178.00]
[29Nov2024 00:03:19.494] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2835, l='ServerLevel[world]', x=603.00, y=56.00, z=-226.00]
[29Nov2024 00:03:19.494] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2836, l='ServerLevel[world]', x=619.00, y=61.00, z=-207.00]
[29Nov2024 00:03:19.494] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2837, l='ServerLevel[world]', x=617.00, y=61.00, z=-210.00]
[29Nov2024 00:03:19.495] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2838, l='ServerLevel[world]', x=621.00, y=58.00, z=-203.00]
[29Nov2024 00:03:19.495] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2839, l='ServerLevel[world]', x=558.00, y=47.00, z=-212.00]
[29Nov2024 00:03:19.495] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2840, l='ServerLevel[world]', x=582.00, y=64.00, z=-190.00]
[29Nov2024 00:03:19.495] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Rocket'/2841, l='ServerLevel[world]', x=602.68, y=66.16, z=-233.59]
[29Nov2024 00:03:19.495] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Tear Gas Grenade Launcher Shell'/2842, l='ServerLevel[world]', x=602.60, y=66.11, z=-233.28]
[29Nov2024 00:03:19.495] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Gold .45ACP Pack'/2843, l='ServerLevel[world]', x=602.37, y=66.29, z=-233.31]
[29Nov2024 00:03:19.496] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2844, l='ServerLevel[world]', x=577.00, y=61.00, z=-189.00]
[29Nov2024 00:03:19.496] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2845, l='ServerLevel[world]', x=578.00, y=50.00, z=-224.00]
[29Nov2024 00:03:19.496] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2846, l='ServerLevel[world]', x=598.00, y=65.00, z=-170.00]
[29Nov2024 00:03:19.497] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2847, l='ServerLevel[world]', x=587.52, y=66.49, z=-215.53]
[29Nov2024 00:03:19.497] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2848, l='ServerLevel[world]', x=587.00, y=41.00, z=-214.00]
[29Nov2024 00:03:19.497] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2849, l='ServerLevel[world]', x=566.00, y=39.00, z=-212.00]
[29Nov2024 00:03:19.497] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2850, l='ServerLevel[world]', x=613.00, y=68.00, z=-162.00]
[29Nov2024 00:03:19.497] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2851, l='ServerLevel[world]', x=587.00, y=41.00, z=-177.00]
[29Nov2024 00:03:19.498] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2852, l='ServerLevel[world]', x=599.00, y=68.00, z=-207.00]
[29Nov2024 00:03:19.498] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2853, l='ServerLevel[world]', x=575.00, y=43.00, z=-184.00]
[29Nov2024 00:03:19.498] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2854, l='ServerLevel[world]', x=584.00, y=40.00, z=-225.00]
[29Nov2024 00:03:19.498] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2855, l='ServerLevel[world]', x=567.00, y=39.00, z=-206.00]
[29Nov2024 00:03:19.498] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2856, l='ServerLevel[world]', x=579.00, y=40.00, z=-201.00]
[29Nov2024 00:03:19.498] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2858, l='ServerLevel[world]', x=608.00, y=50.00, z=-173.00]
[29Nov2024 00:03:19.498] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2859, l='ServerLevel[world]', x=594.00, y=53.00, z=-164.00]
[29Nov2024 00:03:19.499] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2860, l='ServerLevel[world]', x=588.00, y=56.00, z=-232.00]
[29Nov2024 00:03:19.499] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2861, l='ServerLevel[world]', x=611.00, y=45.00, z=-209.00]
[29Nov2024 00:03:19.499] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2862, l='ServerLevel[world]', x=618.00, y=64.00, z=-201.00]
[29Nov2024 00:03:19.499] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2863, l='ServerLevel[world]', x=589.00, y=45.00, z=-182.00]
[29Nov2024 00:03:19.499] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2864, l='ServerLevel[world]', x=595.00, y=40.00, z=-190.00]
[29Nov2024 00:03:19.499] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2865, l='ServerLevel[world]', x=554.00, y=51.00, z=-209.00]
[29Nov2024 00:03:19.499] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2866, l='ServerLevel[world]', x=570.00, y=49.00, z=-191.00]
[29Nov2024 00:03:19.500] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2867, l='ServerLevel[world]', x=547.00, y=51.00, z=-211.00]
[29Nov2024 00:03:19.500] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2868, l='ServerLevel[world]', x=588.00, y=45.00, z=-183.00]
[29Nov2024 00:03:19.500] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2869, l='ServerLevel[world]', x=583.00, y=40.00, z=-224.00]
[29Nov2024 00:03:19.500] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2870, l='ServerLevel[world]', x=584.00, y=37.00, z=-199.00]
[29Nov2024 00:03:19.500] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2871, l='ServerLevel[world]', x=591.00, y=62.00, z=-217.00]
[29Nov2024 00:03:19.500] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2872, l='ServerLevel[world]', x=613.00, y=51.00, z=-226.00]
[29Nov2024 00:03:19.500] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2873, l='ServerLevel[world]', x=590.00, y=56.00, z=-207.00]
[29Nov2024 00:03:19.501] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2874, l='ServerLevel[world]', x=570.00, y=46.00, z=-186.00]
[29Nov2024 00:03:19.502] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2875, l='ServerLevel[world]', x=579.00, y=51.00, z=-203.00]
[29Nov2024 00:03:19.503] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2876, l='ServerLevel[world]', x=618.00, y=64.00, z=-200.00]
[29Nov2024 00:03:19.503] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2877, l='ServerLevel[world]', x=563.00, y=56.00, z=-204.00]
[29Nov2024 00:03:19.503] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2878, l='ServerLevel[world]', x=605.00, y=51.00, z=-186.00]
[29Nov2024 00:03:19.504] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2879, l='ServerLevel[world]', x=591.00, y=63.00, z=-217.00]
[29Nov2024 00:03:19.504] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2880, l='ServerLevel[world]', x=595.00, y=50.00, z=-239.00]
[29Nov2024 00:03:19.504] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2881, l='ServerLevel[world]', x=597.00, y=45.00, z=-231.00]
[29Nov2024 00:03:19.504] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2882, l='ServerLevel[world]', x=591.00, y=54.00, z=-197.00]
[29Nov2024 00:03:19.504] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2883, l='ServerLevel[world]', x=580.00, y=59.00, z=-212.00]
[29Nov2024 00:03:19.504] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2884, l='ServerLevel[world]', x=620.00, y=68.00, z=-195.00]
[29Nov2024 00:03:19.505] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2885, l='ServerLevel[world]', x=557.00, y=47.00, z=-212.00]
[29Nov2024 00:03:19.505] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2886, l='ServerLevel[world]', x=594.00, y=45.00, z=-213.00]
[29Nov2024 00:03:19.505] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2887, l='ServerLevel[world]', x=597.00, y=59.00, z=-228.00]
[29Nov2024 00:03:19.506] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2888, l='ServerLevel[world]', x=596.00, y=58.00, z=-185.00]
[29Nov2024 00:03:19.507] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2889, l='ServerLevel[world]', x=605.00, y=48.00, z=-182.00]
[29Nov2024 00:03:19.507] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2890, l='ServerLevel[world]', x=587.00, y=45.00, z=-183.00]
[29Nov2024 00:03:19.507] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2891, l='ServerLevel[world]', x=594.00, y=53.00, z=-163.00]
[29Nov2024 00:03:19.507] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2892, l='ServerLevel[world]', x=621.00, y=60.00, z=-234.00]
[29Nov2024 00:03:19.507] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2893, l='ServerLevel[world]', x=599.00, y=39.00, z=-204.00]
[29Nov2024 00:03:19.507] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2894, l='ServerLevel[world]', x=599.00, y=56.00, z=-187.00]
[29Nov2024 00:03:19.507] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2895, l='ServerLevel[world]', x=580.00, y=39.00, z=-209.00]
[29Nov2024 00:03:19.507] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2896, l='ServerLevel[world]', x=578.00, y=48.00, z=-170.00]
[29Nov2024 00:03:19.508] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2897, l='ServerLevel[world]', x=618.00, y=61.00, z=-237.00]
[29Nov2024 00:03:19.508] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Piper'/2898, l='ServerLevel[world]', x=548.27, y=64.49, z=-229.59]
[29Nov2024 00:03:19.508] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2899, l='ServerLevel[world]', x=606.00, y=51.00, z=-187.00]
[29Nov2024 00:03:19.508] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2900, l='ServerLevel[world]', x=563.00, y=56.00, z=-205.00]
[29Nov2024 00:03:19.508] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2901, l='ServerLevel[world]', x=606.00, y=63.00, z=-189.00]
[29Nov2024 00:03:19.508] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2902, l='ServerLevel[world]', x=620.00, y=67.00, z=-195.00]
[29Nov2024 00:03:19.508] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2903, l='ServerLevel[world]', x=593.00, y=57.00, z=-162.00]
[29Nov2024 00:03:19.509] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2904, l='ServerLevel[world]', x=562.00, y=54.00, z=-233.00]
[29Nov2024 00:03:19.509] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2905, l='ServerLevel[world]', x=561.00, y=61.00, z=-168.00]
[29Nov2024 00:03:19.509] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2906, l='ServerLevel[world]', x=608.00, y=52.00, z=-210.00]
[29Nov2024 00:03:19.509] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2907, l='ServerLevel[world]', x=597.00, y=60.00, z=-239.00]
[29Nov2024 00:03:19.509] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2908, l='ServerLevel[world]', x=570.00, y=46.00, z=-181.00]
[29Nov2024 00:03:19.509] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2909, l='ServerLevel[world]', x=588.00, y=41.00, z=-178.00]
[29Nov2024 00:03:19.509] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2910, l='ServerLevel[world]', x=594.00, y=46.00, z=-213.00]
[29Nov2024 00:03:19.509] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2911, l='ServerLevel[world]', x=598.00, y=40.00, z=-205.00]
[29Nov2024 00:03:19.510] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2912, l='ServerLevel[world]', x=588.00, y=42.00, z=-215.00]
[29Nov2024 00:03:19.510] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2913, l='ServerLevel[world]', x=566.00, y=57.00, z=-183.00]
[29Nov2024 00:03:19.510] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2914, l='ServerLevel[world]', x=613.00, y=51.00, z=-225.00]
[29Nov2024 00:03:19.510] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2915, l='ServerLevel[world]', x=578.00, y=58.00, z=-178.00]
[29Nov2024 00:03:19.510] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2916, l='ServerLevel[world]', x=625.00, y=53.00, z=-201.00]
[29Nov2024 00:03:19.510] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2917, l='ServerLevel[world]', x=570.00, y=44.00, z=-183.00]
[29Nov2024 00:03:19.510] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2918, l='ServerLevel[world]', x=607.00, y=58.00, z=-181.00]
[29Nov2024 00:03:19.511] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2919, l='ServerLevel[world]', x=607.00, y=58.00, z=-190.00]
